srcip;sport;dstip;dsport;proto;state;dur;sbytes;dbytes;sttl;dttl;sloss;dloss;service;Sload;Dload;Spkts;Dpkts;swin;dwin;stcpb;dtcpb;smeansz;dmeansz;trans_depth;res_bdy_len;Sjit;Djit;Stime;Ltime;Sintpkt;Dintpkt;tcprtt;synack;ackdat;is_sm_ips_ports;ct_state_ttl;ct_flw_http_mthd;is_ftp_login;ct_ftp_cmd;ct_srv_src;ct_srv_dst;ct_dst_ltm;ct_src_ ltm;ct_src_dport_ltm;ct_dst_sport_ltm;ct_dst_src_ltm;attack_cat;label
59.166.0.1;56221;149.171.126.3;80;tcp;FIN;1.140.931;1580;10168;31;29;3;5;http;1.016.012.305;6.734.149.219;12;18;255;255;3400655136;1252022049;132;565;1;3924;9.621.902.719;7.972.161.716;1421927449;1421927450;103.682.639;71.277.187;0.000627;0.000489;0.000138;0;0;1;0;0;1;1;16;20;1;1;1;;0
59.166.0.1;57456;149.171.126.6;6881;tcp;FIN;1.100.851;1540;1644;31;29;4;4;-;1.049.369.922;1.128.581.348;16;18;255;255;2200659792;3363186427;96;91;0;0;4.880.144.878;147.230.406;1421927449;1421927450;733.662;64.727.941;0.00063;0.000474;0.000156;0;0;0;0;0;18;11;13;20;14;1;7;;0
59.166.0.1;61756;149.171.126.6;6881;tcp;FIN;0.754772;1540;1644;31;29;4;4;-;1.530.528.418;1.646.059.961;16;18;255;255;51075019;3507736327;96;91;0;0;3.443.684.245;79.594.617;1421927449;1421927450;502.988;4.435.959;0.000791;0.000658;0.000133;0;0;0;0;0;18;11;13;20;14;1;7;;0
59.166.0.3;32288;149.171.126.3;6881;tcp;FIN;1.470.886;1540;1644;31;29;4;4;-;785.377.002;8.446.609.375;16;18;255;255;3456465148;3543756975;96;91;0;0;5.369.194.161;148.894.094;1421927449;1421927450;98.037.203;86.491.234;0.00087;0.000499;0.000371;0;0;0;0;0;11;14;16;11;10;1;5;;0
59.166.0.3;50238;149.171.126.3;6881;tcp;FIN;1.330.916;1540;1644;31;29;4;4;-;8.679.736.328;9.334.923.828;16;18;255;255;3456463636;1352475613;96;91;0;0;5.610.498.184;146.197.344;1421927449;1421927450;8.870.627;78.161.883;0.002365;0.002162;0.000203;0;0;0;0;0;11;14;16;11;10;1;5;;0
59.166.0.3;51022;149.171.126.3;6881;tcp;FIN;1.366.386;1540;1644;31;29;4;4;-;8.454.418.945;9.092.598.633;16;18;255;255;1311077904;3507737610;96;91;0;0;5.444.126.942;148.315.141;1421927449;1421927450;91.070.002;80.336.414;0.000788;0.000658;0.00013;0;0;0;0;0;11;14;16;11;10;1;5;;0
59.166.0.0;1167;149.171.126.9;53;udp;CON;0.000938;130;162;31;29;0;0;dns;554371;6.908.315.625;2;2;0;0;0;0;65;81;0;0;0;0;1421927450;1421927450;0.011;0.002;0;0;0;0;0;0;0;0;2;1;4;8;2;1;2;;0
59.166.0.0;7370;149.171.126.2;53;udp;CON;0.000906;132;164;31;29;0;0;dns;582781.5;7.240.618.125;2;2;0;0;0;0;66;82;0;0;0;0;1421927450;1421927450;0.002;0.002;0;0;0;0;0;0;0;0;2;2;10;8;2;1;1;;0
59.166.0.1;5402;149.171.126.0;53;udp;CON;0.000894;130;162;31;29;0;0;dns;581655.5;7.248.321.875;2;2;0;0;0;0;65;81;0;0;0;0;1421927450;1421927450;0.004;0.002;0;0;0;0;0;0;0;0;1;2;5;20;1;1;1;;0
59.166.0.4;40105;149.171.126.2;53;udp;CON;0.0093;146;178;31;29;0;0;dns;6.279.569.922;7.655.914.063;2;2;0;0;0;0;73;89;0;0;0;0;1421927450;1421927450;0.011;0.003;0;0;0;0;0;0;0;0;1;2;10;17;1;1;1;;0
59.166.0.2;58109;149.171.126.3;6881;tcp;FIN;1.925.451;1540;1644;31;29;4;4;-;5.999.633.301;645.251.416;16;18;255;255;171075948;2931813095;96;91;0;0;8.410.183.627;226.967.219;1421927448;1421927450;128.341.927;113.202.414;0.00122;0.000999;0.000221;0;0;0;0;0;11;14;16;12;6;1;7;;0
59.166.0.8;63073;149.171.126.0;16998;tcp;FIN;1.333.813;2438;18508;31;29;7;13;-;1.423.887.793;1.082.370.625;38;40;255;255;1946043462;1089407866;64;463;0;0;2.315.387.467;2.250.947.835;1421927448;1421927450;36.040.404;34.188.335;0.000596;0.000464;0.000132;0;0;0;0;0;5;3;5;9;1;1;2;;0
59.166.0.4;18808;149.171.126.4;6881;tcp;FIN;2.607.804;2302;34406;31;29;5;15;-;6.828.733.887;1.030.353.516;30;42;255;255;4103947329;267259629;77;819;0;0;6.623.371.789;6.441.476.243;1421927447;1421927450;8.991.252;63.591.902;0.001152;0.000532;0.00062;0;0;0;0;0;13;12;12;17;10;1;6;;0
59.166.0.4;9891;149.171.126.7;6881;tcp;FIN;2.753.911;1540;1644;31;29;4;4;-;4.194.761.719;4.511.402.344;16;18;255;255;1598562674;2274282859;96;91;0;0;1.351.877.442;481.511.594;1421927447;1421927450;183.548.273;161.961.766;0.000673;0.00055;0.000123;0;0;0;0;0;13;15;16;17;10;1;5;;0
59.166.0.1;18991;149.171.126.7;6881;tcp;FIN;5.226.711;1540;1644;31;29;4;4;-;2.210.185.303;2.377.020.752;16;18;255;255;528499962;976815109;96;91;0;0;2.338.629.305;723.830.687;1421927445;1421927450;348.425.192;307.406.469;0.000995;0.000799;0.000196;0;0;0;0;0;18;15;16;20;14;1;6;;0
59.166.0.9;19852;149.171.126.4;6881;tcp;FIN;5.354.715;1540;1644;31;29;4;4;-;2.157.351.074;2.320.198.242;16;18;255;255;878561377;3325140889;96;91;0;0;253.793.389;753.274.813;1421927445;1421927450;356.959.079;314.745.344;0.004305;0.004037;0.000268;0;0;0;0;0;8;12;12;8;4;1;4;;0
59.166.0.1;37868;149.171.126.7;6881;tcp;FIN;5.933.089;1540;1644;31;29;4;4;-;1.947.046.509;2.094.018.799;16;18;255;255;2678078141;584585528;96;91;0;0;2.359.819.974;744.377.375;1421927444;1421927450;395.500.679;341.645.406;0.274925;0.125116;0.149809;0;0;0;0;0;18;15;16;20;14;1;6;;0
59.166.0.3;45272;149.171.126.5;6881;tcp;FIN;6.320.522;1540;1644;31;29;4;4;-;1.827.697.144;1.965.660.522;16;18;255;255;1321015225;638832988;96;91;0;0;2.402.859.108;649.001.625;1421927444;1421927450;421.340.254;37.176.375;0.000681;0.000529;0.000152;0;0;0;0;0;11;9;12;11;10;1;5;;0
59.166.0.3;6587;149.171.126.5;6881;tcp;FIN;5.911.901;1540;1644;31;29;4;4;-;1.954.024.658;2.101.523.682;16;18;255;255;3466400910;2750363212;96;91;0;0;2.446.502.389;69.118.675;1421927444;1421927450;394.103.342;346.339.344;0.025001;0.02413;0.000871;0;0;0;0;0;11;9;12;11;10;1;5;;0
59.166.0.7;1144;149.171.126.7;143;tcp;FIN;14.348.018;7810;14540;31;29;30;32;-;4.318.924.316;8.042.922.852;122;126;255;255;4006397515;4007454958;64;115;0;0;2.252.890.782;2.211.915.539;1421927435;1421927450;118.566.681;114.779.865;0.000669;0.00053;0.000139;0;0;0;0;0;4;15;16;7;1;1;1;;0
59.166.0.5;57860;149.171.126.5;25;tcp;FIN;17.490.232;37230;3380;31;29;18;8;smtp;1.670.189.258;150.941.394;52;42;255;255;4233881419;4239130321;716;80;0;0;5.261.942.318;1.807.098.875;1421927432;1421927450;342.938.704;426.578.062;0.000664;0.000527;0.000137;0;0;0;0;0;1;2;12;4;1;1;2;;0
59.166.0.1;55385;149.171.126.9;24033;tcp;FIN;34.613.087;4656;3080;31;29;7;7;-;1.037.757.812;688.294.556;28;30;255;255;418438787;421924012;166;103;0;0;170.765.612;5.088.017;1421927415;1421927450;1.281.954.139;119.353.575;0.000663;0.000542;0.000121;0;0;0;0;0;18;3;4;20;1;1;1;;0
59.166.0.2;15538;149.171.126.8;5190;tcp;FIN;2.525.601;1272;2572;31;29;4;4;-;377.890.259;769.717.773;16;18;255;255;3853038021;1703825017;80;143;0;0;1.633.170.462;46.280.805;1421927424;1421927450;1.683.707.233;1.485.603.375;0.000903;0.000738;0.000165;0;0;0;0;0;11;4;5;12;2;1;1;;0
59.166.0.8;43126;149.171.126.0;49276;tcp;FIN;4.024.557;2662;23162;31;29;7;14;-;5.166.282.715;449.460.625;42;42;255;255;3530591864;4182488784;63;551;0;0;7.014.864.863;199.068.078;1421927446;1421927450;98.152.051;9.814.793;0.000655;0.000487;0.000168;0;0;0;0;0;5;3;5;9;1;1;2;;0
59.166.0.7;24524;149.171.126.1;80;tcp;FIN;0.096923;1052;824;31;29;2;2;http;7.601.910.938;6.124.449.219;8;10;255;255;4236466502;4260915267;132;82;1;83;1.001.967.663;26.725.297;1421927450;1421927450;13.793.429;10.707.889;0.001647;0.000548;0.001099;0;0;1;0;0;1;3;5;7;1;1;1;;0
59.166.0.1;5136;149.171.126.2;6881;tcp;FIN;19.672;2302;34406;31;29;5;15;-;9.052.459.961;1.365.880.469;30;42;255;255;471076583;675968508;77;819;0;0;575.031.895;5.283.222.295;1421927448;1421927450;67.823.208;47.966.148;0.00073;0.00058;0.00015;0;0;0;0;0;18;6;10;20;14;1;2;;0
59.166.0.2;32136;149.171.126.3;6881;tcp;FIN;2.044.967;1540;1644;31;29;4;4;-;5.648.991.211;6.075.403.809;16;18;255;255;2316466283;2910456049;96;91;0;0;866.120.386;272.950.469;1421927448;1421927450;136.307.333;120.047.297;0.004363;0.004162;0.000201;0;0;0;0;0;11;14;16;12;6;1;7;;0
59.166.0.4;28005;149.171.126.3;23183;tcp;FIN;2.484.204;8928;320;31;29;4;1;ftp-data;2.669.990.039;859.832.764;14;6;255;255;1883465780;796323550;638;53;0;0;1.809.888.641;77.870.875;1421927448;1421927450;191.092.621;496.711.187;0.000647;0.000512;0.000135;0;0;0;0;0;1;1;16;17;1;1;1;;0
59.166.0.4;64623;149.171.126.6;5190;tcp;FIN;2.005.078;1272;2572;31;29;4;4;-;4.759.914.551;9.695.382.812;16;18;255;255;1071072402;1071943052;80;143;0;0;9.507.411.907;256.875.875;1421927448;1421927450;133.647.596;117.917.117;0.00062;0.000486;0.000134;0;0;0;0;0;13;11;13;17;2;1;1;;0
59.166.0.8;41116;149.171.126.7;11922;tcp;FIN;1.462.483;424;8824;31;29;1;4;ftp-data;2.029.425.293;4.424.803.516;8;12;255;255;3723110277;957027394;53;735;0;0;1.517.889.699;1.209.431.469;1421927448;1421927450;208.878.143;132.909.097;0.000669;0.000479;0.00019;0;0;0;0;0;2;1;16;9;1;1;2;;0
59.166.0.8;61158;149.171.126.5;23183;tcp;FIN;1.834.925;8928;320;31;29;4;1;ftp-data;3.614.752.344;11.640.802;14;6;255;255;3058916810;805532544;638;53;0;0;1.151.532.985;462.690.219;1421927448;1421927450;141.148.082;366.841;0.000643;0.000478;0.000165;0;0;0;0;0;2;1;12;9;1;1;2;;0
59.166.0.9;64660;149.171.126.4;6881;tcp;FIN;5.397.937;1540;1644;31;29;4;4;-;2.140.076.904;2.301.620.117;16;18;255;255;3028142949;3332037444;96;91;0;0;248.421.576;716.259.812;1421927445;1421927450;359.840.004;317.494.594;0.000665;0.000527;0.000138;0;0;0;0;0;8;12;12;8;4;1;4;;0
59.166.0.7;12874;149.171.126.5;6881;tcp;FIN;6.008.003;1540;1644;31;29;4;4;-;1.922.768.555;2.067.908.447;16;18;255;255;3408014534;408172965;96;91;0;0;2.281.707.398;678.114.687;1421927444;1421927450;400.509.788;348.705.469;0.080857;0.080006;0.000851;0;0;0;0;0;4;9;12;7;2;1;2;;0
59.166.0.1;27025;149.171.126.6;6881;tcp;FIN;1.692.716;1540;1644;31;29;4;4;-;6.824.535.156;7.339.683.594;16;18;255;255;51078240;2992483934;96;91;0;0;9.424.230.542;278.058.406;1421927448;1421927450;112.826.132;99.515.062;0.001171;0.000959;0.000212;0;0;0;0;0;18;11;13;20;14;1;7;;0
59.166.0.1;56699;149.171.126.8;54030;tcp;FIN;5.077.192;4550;72810;31;29;7;33;-;7.077.928.223;1.132.909.688;78;80;255;255;3443942819;3444200452;58;910;0;0;0;4.821.098.663;1421927445;1421927450;65.933.101;64.261.443;0.000673;0.000534;0.000139;0;0;0;0;0;18;4;5;20;1;1;2;;0
59.166.0.8;57582;149.171.126.5;25;tcp;FIN;10.790.445;37230;3380;31;29;18;8;smtp;2.707.209.766;2.446.608.887;52;42;255;255;2175624929;2176697518;716;80;0;0;2.089.762.567;658.877.375;1421927440;1421927450;211.569.817;263.168.344;0.000699;0.000536;0.000163;0;0;0;0;0;2;2;12;9;2;1;2;;0
59.166.0.3;33079;149.171.126.3;6881;tcp;FIN;1.441.853;1540;1644;31;29;4;4;-;8.011.912.109;8.616.689.453;16;18;255;255;1311079435;3586916683;96;91;0;0;5.839.407.286;159.107.266;1421927449;1421927450;96.101.732;84.782.352;0.000681;0.000552;0.000129;0;0;0;0;0;11;14;16;11;10;1;5;;0
59.166.0.5;44150;149.171.126.6;23183;tcp;FIN;1.075.204;8928;320;31;29;4;1;ftp-data;6.168.875.781;1.986.599.731;14;6;255;255;3356334939;3725849506;638;53;0;0;7.946.883.784;344.404.625;1421927449;1421927450;82.707.999;214.918.203;0.0006;0.000474;0.000126;0;0;0;0;0;1;1;13;4;1;1;1;;0
59.166.0.8;46196;149.171.126.7;33581;tcp;FIN;2.641.733;4256;3080;31;29;7;7;-;1.242.820.557;901.832.275;28;30;255;255;3253043989;3252028998;152;103;0;0;1.209.043.846;364.624.775;1421927423;1421927450;978.407.486;910.924.437;0.000652;0.000508;0.000144;0;0;0;0;0;5;15;16;9;1;1;2;;0
59.166.0.2;10511;149.171.126.1;9243;tcp;FIN;26.241.413;4152;2872;31;29;7;7;-;12.173.125;842.027.832;26;26;255;255;1403462588;3556362871;160;110;0;0;1.223.093.934;372.432.225;1421927424;1421927450;10.496.036;1.049.635.625;0.000656;0.000515;0.000141;0;0;0;0;0;11;1;5;12;1;1;1;;0
59.166.0.1;64150;149.171.126.6;17453;tcp;FIN;30.727.074;4654;72810;31;29;7;33;-;1.196.599.487;1.871.964.844;80;80;255;255;2756328375;611282877;58;910;0;0;8.587.640.661;2.705.597;1421927419;1421927450;388.946.087;388.941.813;0.000854;0.000664;0.00019;0;0;0;0;0;18;11;13;20;1;1;7;;0
59.166.0.2;2558;149.171.126.9;33339;tcp;FIN;173.042;2438;18508;31;29;7;13;-;1.097.537.012;8.342.945.313;38;40;255;255;3555623922;1235435523;64;463;0;0;3.911.964.243;3.808.912.652;1421927449;1421927450;46.759.244;44.357.076;0.000592;0.00049;0.000102;0;0;0;0;0;11;3;4;12;1;1;1;;0
59.166.0.4;7694;149.171.126.7;6881;tcp;FIN;3.397.407;2302;34406;31;29;5;15;-;5.241.644.531;7.908.854.688;30;42;255;255;1598560483;4213757270;77;819;0;0;1.068.207.377;1.129.104.449;1421927446;1421927450;117.140.518;82.848.293;0.000824;0.000622;0.000202;0;0;0;0;0;13;15;16;17;10;1;5;;0
59.166.0.9;16876;149.171.126.7;17227;tcp;FIN;3.163.078;4654;72810;31;29;7;33;-;1.162.412.012;1.818.481.875;80;80;255;255;2018555432;4168425573;58;910;0;0;2.430.486.937;65.601.984;1421927446;1421927450;40.034.267;40.032.203;0.000659;0.000526;0.000133;0;0;0;0;0;8;15;16;8;1;1;1;;0
59.166.0.4;54241;149.171.126.4;6881;tcp;FIN;6.646.745;1540;1644;31;29;4;4;-;173.799.353;1.869.185.547;16;18;255;255;4285561462;2382252396;96;91;0;0;266.616.423;736.543;1421927443;1421927450;443.094.263;39.091.275;0.001948;0.001227;0.000721;0;0;0;0;0;13;12;12;17;10;1;6;;0
59.166.0.5;61007;149.171.126.3;63324;tcp;FIN;3.041.997;3806;51912;31;29;7;26;-;985.405.334;1.345.142.676;64;68;255;255;670943816;2820917162;59;763;0;0;9.573.499.268;9.414.123.404;1421927419;1421927450;48.285.149;454.018.031;0.000911;0.000741;0.00017;0;0;0;0;0;2;14;16;4;1;1;1;;0
59.166.0.8;4936;149.171.126.2;25;tcp;FIN;3.036.681;37358;3380;31;29;18;8;smtp;9.652.643.555;869.370.239;52;42;255;255;1150946516;3297399245;718;80;0;0;1.043.203.205;356.212.975;1421927420;1421927450;595.419.814;740.640.688;0.000686;0.000534;0.000152;0;0;0;0;0;2;2;10;9;2;1;2;;0
59.166.0.2;51400;149.171.126.3;6881;tcp;FIN;2.460.038;1540;1644;31;29;4;4;-;4.695.862.305;5.050.328.613;16;18;255;255;171077537;2629067744;96;91;0;0;1.036.116.171;308.354.094;1421927447;1421927450;163.982.206;144.469.703;0.004247;0.004044;0.000203;0;0;0;0;0;11;14;16;12;6;1;7;;0
59.166.0.9;44505;149.171.126.6;6812;tcp;FIN;2.388.027;2438;18508;31;29;7;13;-;7.953.009.277;6.045.492.969;38;40;255;255;2323815394;2447547109;64;463;0;0;4.452.600.839;4.330.720.094;1421927447;1421927450;6.453.054;61.217.897;0.000659;0.000527;0.000132;0;0;0;0;0;8;11;13;8;1;1;2;;0
59.166.0.9;63734;149.171.126.0;37109;tcp;FIN;3.002;2542;18508;31;29;7;13;-;6.606.262.207;4.809.060.547;40;40;255;255;2700525265;2343755649;64;463;0;0;4.330.274.981;11.336.343;1421927447;1421927450;76.965.335;76.960.023;0.000687;0.00055;0.000137;0;0;0;0;0;8;3;5;8;1;1;1;;0
59.166.0.1;24661;149.171.126.6;6881;tcp;FIN;2.101.525;2198;34406;31;29;5;15;-;807.032.959;127.857.625;28;42;255;255;51075867;673801297;79;819;0;0;7.985.109.214;7.179.423.279;1421927448;1421927450;77.821.925;51.244.733;0.000644;0.000487;0.000157;0;0;0;0;0;18;11;13;20;14;1;7;;0
59.166.0.2;30636;149.171.126.3;6881;tcp;FIN;2.237.183;1540;1644;31;29;4;4;-;516.363.623;5.553.412.109;16;18;255;255;2316464765;2777640928;96;91;0;0;9.206.675.473;266.743.344;1421927448;1421927450;149.123.337;131.562.297;0.000778;0.00062;0.000158;0;0;0;0;0;11;14;16;12;6;1;7;;0
59.166.0.4;57471;149.171.126.8;55471;tcp;FIN;1.439.964;2438;18612;31;29;7;13;-;1.318.921.777;1.009.414.063;38;42;255;255;2163107436;1063600509;64;443;0;0;2.403.522.436;228.168.929;1421927448;1421927450;38.908.056;35.108.854;0.00063;0.000494;0.000136;0;0;0;0;0;13;4;5;17;1;1;1;;0
59.166.0.5;7608;149.171.126.5;42294;tcp;FIN;2.065.484;4656;3080;31;29;7;7;-;173.905.957;1.153.434.277;28;30;255;255;2663946282;662997316;166;103;0;0;4.269.990.371;109.082.453;1421927448;1421927450;76.486.297;71.204.555;0.00066;0.000551;0.000109;0;0;0;0;0;2;9;12;4;1;1;2;;0
59.166.0.3;2861;149.171.126.2;48061;tcp;FIN;26.201.277;3806;51808;31;29;7;26;-;1.144.066.406;1.557.908.789;64;66;255;255;1223458421;1223777135;59;785;0;0;7.793.661.659;7.749.124.557;1421927424;1421927450;415.888.002;403.086.462;0.000806;0.000639;0.000167;0;0;0;0;0;11;6;10;11;1;1;1;;0
59.166.0.1;17210;149.171.126.7;6881;tcp;FIN;5.677.004;1540;1644;31;29;4;4;-;2.034.876.221;2.188.478.271;16;18;255;255;2678078964;683576685;96;91;0;0;2.228.205.377;694.250.563;1421927444;1421927450;378.444.808;333.181.594;0.013783;0.012915;0.000868;0;0;0;0;0;18;15;16;20;14;1;6;;0
59.166.0.3;50038;149.171.126.5;6881;tcp;FIN;5.294.199;1540;1644;31;29;4;4;-;2.182.010.986;2.346.719.482;16;18;255;255;1321011655;863559906;96;91;0;0;2.515.289.169;583.765.375;1421927444;1421927450;352.851.804;311.238.594;0.004045;0.003132;0.000913;0;0;0;0;0;11;9;12;11;10;1;5;;0
59.166.0.4;33593;149.171.126.4;6881;tcp;FIN;6.761.967;1540;1644;31;29;4;4;-;170.837.854;1.837.335.205;16;18;255;255;2135981582;307626296;96;91;0;0;2.729.998.259;70.932.075;1421927444;1421927450;450.774.925;397.733.875;0.000629;0.00049;0.000139;0;0;0;0;0;13;12;12;17;10;1;6;;0
59.166.0.7;35255;149.171.126.5;6881;tcp;FIN;6.088.676;1540;1644;31;29;4;4;-;1.897.292.603;2.040.509.277;16;18;255;255;3408015505;2730560689;96;91;0;0;2.323.887.707;601.954.187;1421927444;1421927450;405.889.733;346.260.719;0.203998;0.202232;0.001766;0;0;0;0;0;4;9;12;7;2;1;2;;0
59.166.0.6;11527;149.171.126.2;22437;tcp;FIN;16.928.961;3910;51808;31;29;7;26;-;1.819.839.966;2.411.205.273;66;66;255;255;2686394326;2690853347;59;785;0;0;3.957.791.759;1.243.496;1421927433;1421927450;260.439.958;264.506.281;0.000688;0.000552;0.000136;0;0;0;0;0;1;6;10;2;1;1;1;;0
59.166.0.0;38981;149.171.126.9;50862;tcp;FIN;30.085.274;4550;72914;31;29;7;33;-;1.194.471.436;1.915.222.656;78;82;255;255;3536328521;3536653875;58;889;0;0;8.311.108.129;8.103.029.736;1421927420;1421927450;390.711.726;371.415.265;0.000826;0.000629;0.000197;0;0;0;0;0;5;3;4;8;1;1;2;;0
59.166.0.4;61756;149.171.126.1;80;tcp;FIN;1.125.148;1684;10168;31;29;3;5;http;1.112.031.445;68.286.125;14;18;255;255;1131075329;3277438933;120;565;1;3924;8.833.704.326;7.736.122.902;1421927449;1421927450;86.522.998;66.154.235;0.000652;0.000525;0.000127;0;0;1;0;0;1;3;5;17;1;1;2;;0
59.166.0.1;64821;149.171.126.8;5190;tcp;FIN;3.805.264;1272;2572;31;29;4;4;-;2.508.104.492;5.108.712.402;16;18;255;255;4283942273;2138784036;80;143;0;0;1.477.941.592;377.902.906;1421927447;1421927450;253.660.063;223.811;0.000615;0.000472;0.000143;0;0;0;0;0;18;4;5;20;1;1;2;;0
59.166.0.7;62118;149.171.126.2;59900;tcp;FIN;3.313.978;2542;18612;31;29;7;13;-;5.984.348.633;4.386.028.125;40;42;255;255;815978574;60353503;64;443;0;0;6.468.606.703;182.381.812;1421927447;1421927450;8.496.551;80.816.758;0.000628;0.000487;0.000141;0;0;0;0;0;4;6;10;7;1;1;1;;0
59.166.0.0;21370;149.171.126.4;6881;tcp;FIN;1.143.409;2302;34406;31;29;5;15;-;1.557.447.949;2.349.955.313;30;42;255;255;3160657470;3212882682;77;819;0;0;2.706.927.627;2.322.681.208;1421927448;1421927450;39.416.587;27.873.805;0.00076;0.000579;0.000181;0;0;0;0;0;5;12;12;8;1;1;1;;0
59.166.0.1;46077;149.171.126.2;6881;tcp;FIN;140.219;1540;1644;31;29;4;4;-;8.238.541.016;8.860.425.781;16;18;255;255;2620660445;878857502;96;91;0;0;6.301.876.128;205.765.031;1421927448;1421927450;934.558;8.244.918;0.000777;0.000551;0.000226;0;0;0;0;0;18;6;10;20;14;1;2;;0
59.166.0.9;52740;149.171.126.6;51861;tcp;FIN;4.784.117;3806;51808;31;29;7;26;-;626.573.291;8.532.232.031;64;66;255;255;3568137637;3568416126;59;785;0;0;0;4.509.667.116;1421927445;1421927450;75.933.189;73.593.831;0.000654;0.00051;0.000144;0;0;0;0;0;8;11;13;8;1;1;2;;0
59.166.0.1;36530;149.171.126.7;6881;tcp;FIN;6.386.122;2302;34406;31;29;5;15;-;2.788.546.631;4.207.498.438;30;42;255;255;2653044089;225761337;77;819;0;0;1.961.933.528;1.603.081.407;1421927443;1421927450;220.194;151.923.018;0.15804;0.157276;0.000764;0;0;0;0;0;18;15;16;20;14;1;6;;0
59.166.0.3;5690;149.171.126.5;6881;tcp;FIN;6.219.354;1540;1644;31;29;4;4;-;1.857.427.612;1.997.635.132;16;18;255;255;1321013512;2734142642;96;91;0;0;239.221.086;643.810.875;1421927444;1421927450;414.598.123;345.480.813;0.346959;0.346176;0.000783;0;0;0;0;0;11;9;12;11;10;1;5;;0
59.166.0.2;51531;149.171.126.3;5190;tcp;FIN;11.600.475;1920;4416;31;29;6;6;-;1.264.086.182;2.928.845.459;22;26;255;255;3363104892;1213865873;87;170;0;0;577.691.285;529.531.319;1421927438;1421927450;55.238.569;46.399.297;0.000781;0.000639;0.000142;0;0;0;0;0;11;14;16;12;2;1;7;;0
59.166.0.1;55864;149.171.126.6;6881;tcp;FIN;1.950.384;1540;1644;31;29;4;4;-;5.922.936.035;6.370.027.344;16;18;255;255;51077385;2837679604;96;91;0;0;1.099.102.328;338.128.125;1421927448;1421927450;130.003.138;114.697.352;0.000652;0.000524;0.000128;0;0;0;0;0;18;11;13;20;14;1;7;;0
59.166.0.1;61253;149.171.126.6;6881;tcp;FIN;1.925.769;1540;1644;31;29;4;4;-;5.998.642.578;645.144.873;16;18;255;255;2200657423;2828034436;96;91;0;0;1.085.140.558;332.655.562;1421927448;1421927450;128.362.731;113.251.586;0.000671;0.000487;0.000184;0;0;0;0;0;18;11;13;20;14;1;7;;0
59.166.0.3;29223;149.171.126.3;6881;tcp;FIN;1.152.844;1540;1644;31;29;4;4;-;1.002.043.652;1.077.682.715;16;18;255;255;1311075515;3588101261;96;91;0;0;5.830.674.385;124.633.422;1421927449;1421927450;7.683.473;67.787.117;0.000601;0.00046;0.000141;0;0;0;0;0;11;14;16;11;10;1;5;;0
59.166.0.7;59832;149.171.126.0;53;udp;CON;0.001032;132;164;31;29;0;0;dns;5.116.279.375;6.356.589.375;2;2;0;0;0;0;66;82;0;0;0;0;1421927450;1421927450;0.011;0.008;0;0;0;0;0;0;0;0;1;2;5;7;1;1;1;;0
59.166.0.2;56827;149.171.126.3;6881;tcp;FIN;2.746.224;2302;34406;31;29;5;15;-;6.484.540.527;9.784.198.438;30;42;255;255;171076805;476143014;77;819;0;0;6.964.430.992;6.293.445.034;1421927447;1421927450;94.685.034;66.966.559;0.000755;0.000591;0.000164;0;0;0;0;0;11;14;16;12;6;1;7;;0
59.166.0.4;10617;149.171.126.7;6881;tcp;FIN;253.651;1540;1644;31;29;4;4;-;4.554.289.062;4.898.068.848;16;18;255;255;1598563418;276455635;96;91;0;0;1.242.366.987;43.844.175;1421927447;1421927450;169.075.671;149.152.172;0.001049;0.000919;0.00013;0;0;0;0;0;13;15;16;17;10;1;5;;0
59.166.0.4;9119;149.171.126.7;6881;tcp;FIN;2.771.846;1540;1644;31;29;4;4;-;4.167.619.629;4.482.211.426;16;18;255;255;1598561914;98317248;96;91;0;0;1.352.751.505;468.353.531;1421927447;1421927450;184.763.327;163.014.172;0.000718;0.000594;0.000124;0;0;0;0;0;13;15;16;17;10;1;5;;0
59.166.0.1;14530;149.171.126.7;6881;tcp;FIN;4.980.758;1540;1644;31;29;4;4;-;2.319.325.684;2.494.399.414;16;18;255;255;528495393;1057144555;96;91;0;0;2.248.564.221;534.280.125;1421927445;1421927450;332.028.929;292.934.125;0.001042;0.000871;0.000171;0;0;0;0;0;18;15;16;20;14;1;6;;0
59.166.0.9;21390;149.171.126.4;6881;tcp;FIN;532.009;1540;1644;31;29;4;4;-;2.171.391.846;2.335.298.828;16;18;255;255;3028143707;3393230057;96;91;0;0;2.434.806.061;771.631;1421927445;1421927450;354.627.804;312.877.344;0.001977;0.001173;0.000804;0;0;0;0;0;8;12;12;8;4;1;4;;0
59.166.0.9;64444;149.171.126.4;6881;tcp;FIN;4.933.089;1540;1644;31;29;4;4;-;2.341.737.793;2.518.503.174;16;18;255;255;878559810;1409200466;96;91;0;0;2.437.965.333;597.095.375;1421927445;1421927450;328.851.204;290.115;0.00128;0.001129;0.000151;0;0;0;0;0;8;12;12;8;4;1;4;;0
59.166.0.5;26053;149.171.126.4;5190;tcp;FIN;8.775.312;2024;4416;31;29;6;6;-;1.768.598.022;3.871.770.996;24;26;255;255;3251427500;3251776135;84;170;0;0;3.282.558.592;933.033.563;1421927441;1421927450;381.519.603;350.979.844;0.000959;0.000803;0.000156;0;0;0;0;0;6;12;1;1;1;1;1;;0
